Alloys,k,vm,tm,vac,delta,delta_chi,delta_s_mix,delta_h_mix,Class
As1Te1,42.0,16.8,906.405,15.5,9.803921568627455,0.040000000000000036,5.762823676963555,0.0,0
Ce1Li1,14.0,17.05,762.9000000000001,2.5,12.121212121212116,0.07000000000000006,5.762823676963555,9.3,0
Gd1Zr1,64.0,17.0,1856.65,7.0,7.462686567164178,0.06500000000000006,5.762823676963555,14.5,0
Li1Pr1,18.5,16.95,828.9000000000001,3.0,12.121212121212116,0.07499999999999996,5.762823676963555,11.5,0
Ca1V1,87.5,19.125,1649.15,3.5,14.285714285714285,0.31499999999999995,5.762823676963555,62.5,0
Ce1Hf1,63.0,17.3,1789.15,11.0,8.823529411764703,0.08999999999999998,5.762823676963555,21.8,0
Sb1Se1,24.5,17.45,688.665,15.5,11.538461538461542,0.25,5.762823676963555,0.0,0
Pb1Sn1,52.0,17.3,498.15999999999997,21.0,10.76923076923077,0.07999999999999996,5.762823676963555,2.5,0
Er1Sn1,50.0,17.35,1098.93,14.0,9.375,0.36,5.762823676963555,-32.7,0
Os1Yb1,201.5,16.615000000000002,2201.65,19.0,14.754098360655737,0.55,5.762823676963555,6.3,0
Ho1Sn1,48.0,17.5,1070.43,13.5,9.375,0.365,5.762823676963555,-32.9,0
Ca1Pt1,123.0,19.5,1578.25,13.0,14.285714285714285,0.6000000000000001,5.762823676963555,-79.6,0
Ca1Mo1,123.0,19.65,2005.15,4.0,10.76923076923077,0.5800000000000001,5.762823676963555,81.9,0
La1Li1,18.5,17.8,823.4000000000001,2.0,14.705882352941174,0.06000000000000005,5.762823676963555,9.4,0
Ga1Na1,31.0,17.75,336.925,7.0,16.12903225806452,0.44,5.762823676963555,7.1,0
Gd1In1,38.5,17.799999999999997,1007.95,11.5,7.462686567164178,0.29000000000000004,5.762823676963555,-17.9,0
Al1Ca1,46.0,19.95,1024.31,2.5,18.032786885245898,0.30500000000000005,5.762823676963555,-34.2,0
Lu1Pb1,46.5,18.05,1268.38,22.5,1.4084507042253502,0.4,5.762823676963555,-25.7,0
Eu1Fe1,89.0,18.0,1453.15,8.5,13.846153846153841,0.31500000000000006,5.762823676963555,41.9,0
Sn1Y1,49.0,18.05,1095.43,8.5,10.76923076923077,0.37,5.762823676963555,-91.8,0
Gd1Sn1,47.5,18.1,990.9300000000001,12.0,10.76923076923077,0.38,5.762823676963555,-36.1,0
Al1Yb1,53.0,17.4,1015.3100000000001,9.5,16.666666666666668,0.255,5.762823676963555,-13.7,0
Pb1Sb1,42.5,18.35,752.1949999999999,21.5,10.76923076923077,0.12499999999999989,5.762823676963555,0.0,0
Ca1Ti1,62.5,20.25,1529.15,3.0,12.5,0.27,5.762823676963555,61.0,0
Ce1In1,29.5,18.35,750.95,8.5,8.823529411764703,0.32999999999999996,5.762823676963555,-18.4,0
Li1Na1,7.5,18.4,412.29499999999996,1.0,10.76923076923077,0.024999999999999967,5.762823676963555,4.9,0
Sm1Sn1,47.5,18.1,870.4300000000001,11.0,12.121212121212116,0.395,5.762823676963555,-36.1,0
Cd1Na1,23.0,18.4,482.58000000000004,6.5,7.462686567164178,0.37999999999999995,5.762823676963555,-4.8,0
Eu1Rh1,194.5,18.6,1665.65,9.0,15.625,0.5399999999999999,5.762823676963555,-33.8,0
Eu1V1,84.0,18.625,1639.15,7.0,15.625,0.21499999999999997,5.762823676963555,67.8,0
Ca65Mg15Zn20,30.95,23.375,1001.8559999999999,4.0,11.35992811974639,0.26031279261688234,7.370062677484517,-22.37,0
Sr1Ca1Yb1Mg1Zn1,34.980000000000004,22.32,975.656,6.800000000000001,13.651601120452039,0.2557655176133014,13.380861848448422,-17.648,0
Be1Sr1,71.95,19.35,1305.15,2.0,31.147540983606554,0.31000000000000005,5.762823676963555,-13.8,0
Gd1Pb1,41.5,19.1,1093.38,19.0,0.0,0.30000000000000004,5.762823676963555,-29.5,0
Eu1Mo1,119.5,19.15,1995.15,7.5,12.121212121212116,0.4800000000000001,5.762823676963555,90.8,0
Eu1W1,158.5,19.215,2391.15,14.5,15.625,0.25,5.762823676963555,94.3,0
Pb1Sm1,41.5,19.1,972.8800000000001,18.0,1.3698630136986356,0.31500000000000006,5.762823676963555,-29.5,0
Ca1Li1,12.5,21.5,784.4000000000001,1.5,10.76923076923077,0.010000000000000009,5.762823676963555,0.0,0
Ba1Mg1,28.0,26.5,961.65,2.0,17.808219178082197,0.21000000000000002,5.762823676963555,-5.8,0
Pb1Pr1,37.0,19.55,902.3800000000001,16.5,1.3698630136986356,0.3350000000000001,5.762823676963555,-32.6,0
Eu1Ta1,105.0,19.9,2192.65,14.0,12.121212121212116,0.15000000000000002,5.762823676963555,96.6,0
Ge1Yb1,52.0,19.2,1154.275,15.0,16.666666666666668,0.45499999999999985,5.762823676963555,-51.0,0
Mn1Sr1,66.45,20.545,1284.65,4.5,17.647058823529417,0.30000000000000004,5.762823676963555,36.8,0
Sr1Ca1Yb1Li0.55Mg0.45Zn1,31.02,22.221,924.011,6.6899999999999995,13.983090810807768,0.26122118979899006,14.525098076786241,-16.204800000000002,0
Ca1Sc1,37.0,22.45,1464.65,2.5,5.882352941176472,0.18000000000000005,5.762823676963555,26.8,0
Sr1V1,86.95,21.025000000000002,1616.65,3.5,19.402985074626862,0.33999999999999997,5.762823676963555,74.8,0
Cd1Eu1,24.5,21.0,844.6850000000001,10.5,8.823529411764703,0.245,5.762823676963555,-33.6,0
Pt1Sr1,122.45,21.400000000000002,1545.75,13.0,19.402985074626862,0.6250000000000001,5.762823676963555,-72.1,0
Al1Sr1,45.45,21.85,991.8100000000001,2.5,23.076923076923077,0.33000000000000007,5.762823676963555,-31.0,0
Ca1Lu1,31.5,23.85,1525.65,9.5,1.4084507042253502,0.0,5.762823676963555,19.9,0
Sr1Ti1,61.95,22.150000000000002,1496.65,3.0,17.647058823529417,0.29500000000000004,5.762823676963555,75.2,0
Ca1Tm1,30.0,24.0,1466.65,8.5,1.4084507042253502,0.125,5.762823676963555,20.1,0
Ca1Sb1,27.5,24.15,1009.465,8.5,10.76923076923077,0.5249999999999999,5.762823676963555,-99.4,0
Lu1Yb1,38.5,21.3,1516.65,16.5,0.0,0.050000000000000044,5.762823676963555,19.8,0
Ga1Sr1,35.45,22.75,676.5300000000001,7.5,21.212121212121215,0.43000000000000005,5.762823676963555,-44.1,0
K1Mg1,23.5,29.65,629.9,1.5,18.91891891891892,0.24500000000000005,5.762823676963555,29.6,0
Ca1Y1,28.0,24.85,1455.15,2.5,0.0,0.10999999999999999,5.762823676963555,15.0,0
Ba1Fe1,90.0,23.05,1405.65,5.0,21.12676056338028,0.47000000000000003,5.762823676963555,48.4,0
Gd1Yb1,33.5,22.35,1341.65,13.0,1.4084507042253502,0.04999999999999993,5.762823676963555,14.8,0
Ca1Nd1,23.5,25.25,1202.15,4.0,1.3698630136986356,0.06999999999999995,5.762823676963555,15.0,0
Ba1V1,85.0,23.675,1591.65,3.5,22.857142857142858,0.36999999999999994,5.762823676963555,77.7,0
Sc1Sr1,36.45,24.35,1432.15,2.5,11.111111111111116,0.20500000000000007,5.762823676963555,36.9,0
Ca1La1,22.0,26.2,1154.15,2.5,4.0000000000000036,0.050000000000000044,5.762823676963555,12.5,0
Ba1Mo1,120.5,24.2,1947.65,4.0,19.444444444444443,0.635,5.762823676963555,100.0,0
Al1Ba1,43.5,24.5,966.81,2.5,26.470588235294112,0.36000000000000004,5.762823676963555,-29.2,0
Ca1Na1,11.0,26.799999999999997,743.0450000000001,1.5,0.0,0.034999999999999976,5.762823676963555,0.0,0
Ba1Ti1,60.0,24.8,1471.65,3.0,21.12676056338028,0.325,5.762823676963555,78.6,0
Eu1La1,18.5,25.7,1144.15,6.0,2.631578947368424,0.04999999999999993,5.762823676963555,16.4,0
Sr1Y1,27.45,26.75,1422.65,2.5,5.263157894736842,0.135,5.762823676963555,25.8,0
K1V1,80.5,26.825,1259.9,3.0,23.94366197183098,0.40499999999999997,5.762823676963555,127.2,0
Ba1Sc1,34.5,27.0,1407.15,2.5,14.666666666666666,0.23500000000000004,5.762823676963555,40.7,0
K1Zn1,35.5,27.25,514.665,6.5,23.94366197183098,0.415,5.762823676963555,15.6,0
K1Mo1,116.0,27.349999999999998,1615.9,3.5,20.54794520547945,0.6700000000000002,5.762823676963555,163.4,0
Ba1Sn1,34.5,27.65,697.93,8.0,19.444444444444443,0.5349999999999999,5.762823676963555,-78.1,0
Mg1Rb1,23.0,34.95,617.8,1.5,22.077922077922075,0.24500000000000005,5.762823676963555,30.6,0
K1Ti1,55.5,27.95,1139.9,2.5,22.222222222222225,0.36000000000000004,5.762823676963555,128.0,0
K1Nb1,86.5,28.049999999999997,1543.4,3.0,20.54794520547945,0.39000000000000007,5.762823676963555,169.9,0
K1Ta1,101.5,28.099999999999998,1813.4,10.0,20.54794520547945,0.34,5.762823676963555,162.5,0
K1Li1,5.5,29.2,395.15,1.0,20.54794520547945,0.08000000000000002,5.762823676963555,16.7,0
Ba1Y1,25.5,29.4,1397.65,2.5,8.860759493670889,0.16499999999999998,5.762823676963555,29.8,0
K1Zr1,46.5,29.7,1231.9,2.5,17.333333333333336,0.25500000000000006,5.762823676963555,123.8,0
Rb1V1,80.0,32.125,1247.8,3.0,27.027027027027025,0.40499999999999997,5.762823676963555,128.6,0
Rb1Zn1,35.0,32.55,502.56499999999994,6.5,27.027027027027025,0.415,5.762823676963555,18.1,0
Rb1Ti1,55.0,33.25,1127.8,2.5,25.333333333333336,0.36000000000000004,5.762823676963555,132.5,0
Rb1Ta1,101.0,33.4,1801.3,10.0,23.68421052631579,0.34,5.762823676963555,167.9,0
Ga1Rb1,28.5,33.85,307.68,7.0,28.767123287671236,0.49500000000000005,5.762823676963555,19.4,0
Li1Rb1,5.0,34.5,383.04999999999995,1.0,23.68421052631579,0.08000000000000002,5.762823676963555,17.3,0
Hf1Rb1,54.0,34.75,1409.3,9.5,20.51282051282051,0.24000000000000005,5.762823676963555,135.4,0
K1Na1,4.0,34.5,353.79499999999996,1.0,10.000000000000004,0.05500000000000005,5.762823676963555,3.8,0
Cs1Mg1,22.5,42.0,612.4,1.5,26.82926829268293,0.26,5.762823676963555,34.7,0
In1Rb1,20.5,35.8,371.1,7.0,20.51282051282051,0.48000000000000004,5.762823676963555,-6.5,0
Rb1Tl1,22.5,36.55,444.79999999999995,14.0,10.588235294117649,0.49000000000000005,5.762823676963555,-20.3,0
Cs1V1,79.5,39.175,1242.4,3.0,31.645569620253163,0.41999999999999993,5.762823676963555,129.7,0
Cs1Mo1,115.0,39.7,1598.4,3.5,28.39506172839506,0.685,5.762823676963555,163.0,0
Cs1Nb1,85.5,40.4,1525.9,3.0,28.39506172839506,0.405,5.762823676963555,175.1,0
Cs1Ta1,100.5,40.45,1795.9,10.0,28.39506172839506,0.355,5.762823676963555,170.0,0
Cs1Ga1,28.0,40.9,302.28,7.0,33.33333333333333,0.51,5.762823676963555,19.8,0
Cs1Li1,4.5,41.55,377.65,1.0,28.39506172839506,0.09499999999999997,5.762823676963555,20.7,0
Cs1Hf1,53.5,41.8,1403.9,9.5,25.30120481927711,0.255,5.762823676963555,137.7,0
Cs1In1,20.0,42.85,365.7,7.0,25.30120481927711,0.495,5.762823676963555,-6.7,0
Cs1Tl1,22.0,43.6,439.4,14.0,15.55555555555555,0.505,5.762823676963555,-21.0,0
Cs1Te1,31.5,45.25,512.155,8.5,30.000000000000004,0.655,5.762823676963555,0.0,0
Al0.03Mg0.97,45.93,13.88,923.4595999999999,2.03,2.8574073884810667,0.051176166327695956,1.1202444040365445,-0.22115999999999997,1
Li0.1Mg0.9,41.4,13.91,876.2,1.9000000000000001,1.0033444816053505,0.09900000000000003,2.70273785856509,0.0,1
Sc0.1Th0.9,52.60000000000001,19.32,2002.25,3.9000000000000004,3.3707865168539346,0.018000000000000016,2.70273785856509,0.0,1
Ti0.25U0.75,101.5,12.025,1541.9,5.5,9.116056881941459,0.06928203230275505,4.675252410149021,0.0,1
Cd0.25Mg0.75,43.75,13.775,840.9175,4.5,1.431446948404026,0.1645448267190433,4.675252410149021,-6.300000000000001,1
U0.75Zr0.25,97.0,12.9,1587.9,5.5,5.09426708108493,0.1602146997001211,4.675252410149021,-3.2249999999999996,1
Th0.75Zr0.25,61.75,18.375,2049.15,4.0,6.230398588377256,0.012990381056766592,4.675252410149021,5.4,1
Sc0.25Th0.75,53.5,18.6,1970.9,3.75,4.948716593053932,0.025980762113533184,4.675252410149021,0.0,1
Sc0.3Th0.7,53.8,18.36,1960.4499999999998,3.6999999999999997,5.267328385006716,0.027495454169735062,5.078723825072599,0.0,1
Li0.35Mg0.65,32.4,13.684999999999999,758.825,1.65,1.608666444210699,0.15739996823379607,5.382869374722127,0.0,1
Tb0.25Th0.75,48.5,19.650000000000002,1925.4,5.75,1.2112243409572592,0.043301270189221974,4.675252410149021,0.0,1
Nd0.25Th0.75,46.75,20.0,1839.65,4.5,1.1945177983233661,0.06928203230275516,4.675252410149021,2.0999999999999996,1
Ti0.5U0.5,104.0,11.55,1675.65,5.0,11.111111111111116,0.07999999999999996,5.762823676963555,0.0,1
Pr0.25Th0.75,46.0,20.05,1818.4,4.25,1.1945177983233661,0.07361215932167735,4.675252410149021,2.0999999999999996,1
Li0.5Mg0.5,27.0,13.55,688.4,1.5,1.6949152542372836,0.16500000000000004,5.762823676963555,0.0,1
Cd0.5Mg0.5,42.5,13.55,758.685,7.0,1.6393442622950838,0.18999999999999995,5.762823676963555,-8.4,1
Co0.25Ni0.75,179.0,6.624999999999999,1738.15,9.75,0.0,0.012990381056766592,4.675252410149021,0.0,1
Co0.5Ni0.5,179.0,6.65,1748.15,9.5,0.0,0.015000000000000013,5.762823676963555,0.0,1
Co0.75Ni0.25,179.0,6.675000000000001,1758.15,9.25,0.0,0.012990381056766592,4.675252410149021,0.0,1
Cu0.25Ni0.75,169.25,6.725,1635.5550000000003,10.25,0.0,0.004330127018922197,4.675252410149021,4.050000000000001,1
Fe0.25Ni0.75,176.5,6.725,1748.9,9.5,1.5890374381365848,0.034641016151377484,4.675252410149021,-2.0250000000000004,1
Co0.85Cr0.15,176.15,6.7795000000000005,1829.95,8.549999999999999,1.3151801894185733,0.07855571271397134,3.5144013738074054,-3.4679999999999995,1
Ni0.9V0.1,177.0,6.7749999999999995,1773.65,9.5,0.0,0.08400000000000002,2.70273785856509,-9.756,1
Co0.75Fe0.25,176.5,6.800000000000001,1778.9,8.75,1.5890374381365848,0.02165063509461089,4.675252410149021,-1.0499999999999998,1
CoCuNi,166.0,6.799999999999999,1618.0233333333335,10.0,0.0,0.012472191289246483,9.133859594669095,6.577777777777778,1
Co1Fe1Ni1,175.66666666666666,6.799999999999999,1769.15,9.0,1.724650685820844,0.03299831645537215,9.133859594669095,-1.8222222222222224,1
Nb0.05Ni0.95,178.6,6.81,1779.25,9.75,1.6084497946644527,0.0675629336248804,1.6504537509667618,-8.455,1
Al0.05Co0.95,173.85,6.865,1726.4160000000002,8.7,1.6204085291972745,0.05884513573779905,1.6504537509667618,-8.245999999999999,1
Co0.7Cr0.3,173.3,6.859,1891.75,8.1,1.678599155661474,0.10081666528902845,5.078723825072599,-5.712,1
Ni0.9Zn0.1,168.0,6.859999999999999,1624.603,10.2,0.0,0.078,2.70273785856509,-8.46,1
Co1Cr1Ni1,172.66666666666666,6.843333333333334,1892.15,8.333333333333334,1.724650685820844,0.11145502331533658,9.133859594669095,-7.2444444444444445,1
Ni0.85V0.15,176.0,6.862499999999999,1796.4,9.25,0.0,0.0999799979995999,3.5144013738074054,-13.821,1
Cu0.5Ni0.5,159.5,6.85,1542.96,10.5,0.0,0.0050000000000000044,5.762823676963555,5.4,1
Fe0.5Ni0.5,174.0,6.85,1769.65,9.0,1.8181818181818132,0.039999999999999925,5.762823676963555,-2.7,1
CoCr0.5FeNi,173.42857142857142,6.861428571428572,1827.8642857142859,8.571428571428571,1.8042195912175767,0.08066053836281772,11.238728164101017,-4.457142857142857,1
Ni0.9Mo0.1,184.1,6.88,1844.8500000000001,9.6,2.2058823529411757,0.07500000000000008,2.70273785856509,-3.7080000000000006,1
CoMnNi,158.66666666666666,6.8966666666666665,1671.8166666666666,8.666666666666668,1.724650685820844,0.16309506430300083,9.133859594669095,-9.11111111111111,1
CoCuFeNi,166.75,6.875,1666.3049999999998,9.5,1.5890374381365848,0.03082207001484482,11.525647353927582,7.500000000000001,1
CoCr0.6FeNi,173.05555555555554,6.871666666666666,1837.65,8.5,1.81058135829942,0.0850199686057834,11.357514066080205,-4.802469135802469,1
Ni0.85Tc0.15,175.70000000000002,6.885,1833.45,9.55,0.0,0.06784357007115713,3.5144013738074054,0.714,1
CoCr0.7FeNi,172.7027027027027,6.88135135135135,1846.9067567567567,8.432432432432432,1.814870956160014,0.08867995492034794,11.438495865374,-5.1044558071585096,1
Co0.5Fe0.5,174.0,6.9,1789.65,8.5,1.8181818181818132,0.02499999999999991,5.762823676963555,-1.4,1
Ni0.9W0.1,191.9,6.893,1924.0500000000002,11.0,0.0,0.063,2.70273785856509,-1.5840000000000003,1
Co1.5Cr0.5Fe1Mn0.5Ni1,167.88888888888889,6.902222222222223,1786.927777777778,8.444444444444445,1.8105813582994197,0.11804999986927486,12.661843475926984,-5.461728395061728,1
CoCr0.8FeNi,172.36842105263156,6.890526315789474,1855.6763157894738,8.368421052631579,1.8174009541197622,0.09178138544760282,11.489766585573989,-5.3684210526315805,1
Co1Cr1Fe0.5Mn0.5Ni1.5,166.88888888888889,6.905555555555555,1823.4833333333336,8.333333333333332,1.81058135829942,0.12982419261314246,12.661843475926986,-7.328395061728395,1
CoCr0.9FeNi,172.05128205128204,6.89923076923077,1863.996153846154,8.307692307692308,1.8184317807479458,0.09442723283628345,11.517301404618317,-5.5989480604865225,1
CoCuFeNiSn0.015,166.3437110834371,6.9102117061021175,1661.5580697384808,9.51681195516812,1.6333497447543766,0.03114918645688244,11.68721267909394,7.264290665918125,1
CoCr0.95FeNi,171.89873417721518,6.903417721518987,1867.9981012658227,8.278481012658226,1.818454664652992,0.09560440309275843,11.523631871839799,-5.702932222400256,1
CoCrCuNi,164.5,6.907500000000001,1758.5549999999998,9.0,1.5890374381365848,0.10304731922762474,11.525647353927582,4.15,1
Al0CoCrFeNi,171.75,6.907500000000001,1871.9,8.25,1.8181818181818132,0.09669539802906858,11.525647353927582,-5.8,1
CoCr1.05FeNi,171.60493827160496,6.911481481481482,1875.7055555555555,8.222222222222223,1.8176352541576866,0.09770729471088409,11.523761889849936,-5.890565462581923,1
CoCr1.10FeNi,171.46341463414635,6.915365853658537,1879.4182926829271,8.195121951219512,1.8168352421914145,0.09864640101430742,11.518344242715527,-5.975014872099941,1
CoCrCu0.2FeNi,170.23809523809524,6.916666666666666,1847.4176190476192,8.380952380952381,1.8176929777645618,0.09589062174096319,12.568471921250215,-2.8934240362811794,1
Al0.1Ni0.9,168.7,6.9399999999999995,1648.682,9.3,2.2388059701492504,0.08999999999999996,2.70273785856509,-17.172,1
CoCr1.15FeNi,171.32530120481925,6.919156626506023,1883.04156626506,8.16867469879518,1.8158004687677451,0.09951836401252497,11.50972405002572,-6.053708811148206,1
Co1Fe1Mn1Ni1,161.25,6.9475,1706.65,8.5,1.8181818181818132,0.14289419162443232,11.525647353927582,-6.15,1
CoCrCu0.4FeNi,168.86363636363635,6.925,1825.1609090909092,8.5,1.813650852666111,0.0950206589107585,13.010604392697426,-0.4793388429752061,1
CoCrCu0.5FeNi,168.22222222222223,6.928888888888888,1814.7744444444445,8.555555555555555,1.8105813582994197,0.09456854591534761,13.14520848339997,0.5728395061728401,1
CoCrCu0.6FeNi,167.60869565217394,6.932608695652174,1804.8395652173915,8.608695652173914,1.8069341126769205,0.0941080905300581,13.24158422598884,1.5349716446124768,1
Al0CrCuFeNi2,165.39999999999998,6.925999999999999,1761.074,9.0,1.7879487173599873,0.09579144011862437,11.075732575883858,3.3600000000000003,1
Co42.5Cr12.5Fe20Mo5Ni20,177.175,6.961250000000001,1876.6,8.475000000000001,2.1397802359718323,0.10170422803403999,11.782180710953677,-4.744000000000001,1
CoCrCu0.8FeNi,166.45833333333337,6.939583333333334,1786.2116666666668,8.708333333333334,1.7982005419755678,0.09316949906249122,13.350670366944755,3.222222222222223,1
CoCrCuFeNi,165.39999999999998,6.946,1769.074,8.8,1.7879487173599873,0.09221713506718802,13.380861848448422,4.64,1
Co1Cr1.25Fe1Mn0.25Ni1,168.11111111111111,6.952222222222223,1869.4277777777777,8.055555555555557,1.8032806270159578,0.11494631060189645,12.629870848504241,-6.3654320987654325,1
Co1Cr0.75Fe1Mn0.75Ni1,163.44444444444446,6.97,1795.9833333333336,8.166666666666668,1.8032806270159578,0.13317235652795917,13.302157438057318,-6.365432098765432,1
CoCuFeMnNi,157.0,6.978,1636.8740000000003,9.0,1.7879487173599873,0.13484806264830054,13.380861848448422,2.4159999999999995,1
Co0.8Rh0.2,219.20000000000002,7.0200000000000005,1861.7500000000002,9.0,0.0,0.15999999999999998,4.160343767084797,-1.7919999999999998,1
Co1Cr1Fe1Mo0.1Ni1,173.1707317073171,6.96829268292683,1896.857317073171,8.195121951219512,1.9805739393266502,0.10896189620463305,12.197860072269918,-6.013087447947651,1
Co1Cr1Mn1Ni1,159.0,6.98,1798.9,8.0,1.8181818181818132,0.15049916943292407,11.525647353927582,-8.5,1
Al0.2CoCrCu0.2FeNi2,168.37037037037035,6.972222222222221,1791.4811111111112,8.481481481481481,2.404348052465316,0.10077613757223507,12.877510398395447,-8.852674897119341,1
Al.09CoCrFeNi,169.64303178484107,6.9755501222493885,1851.2499511002445,8.13447432762836,2.2431498106038656,0.10046549674931836,12.15116833654254,-8.829454630232963,1
CoCuFeNiSn0.05,165.40740740740745,6.991358024691358,1650.6186419753087,9.555555555555557,1.7297395359477412,0.031879593622872834,11.936415072147781,6.727023319615913,1
Al0.095CoCrFeNi,169.5286935286935,6.979242979242979,1850.1293406593409,8.12820512820513,2.2635100942339297,0.10065998048327453,12.174803777985144,-8.98978920956943,1
Cu0.75Ni0.25,149.75,6.975,1450.365,10.75,0.0,0.004330127018922198,4.675252410149021,4.050000000000001,1
Fe0.75Ni0.25,171.5,6.975,1790.4,8.5,1.5604061329449281,0.034641016151377484,4.675252410149021,-2.0250000000000004,1
Al0.1CoCrFeNi,169.41463414634148,6.982926829268292,1849.0114634146344,8.121951219512196,2.2835969028737986,0.10085299495461052,12.197860072269918,-9.149315883402737,1
Al0.2CoCu0.2FeNi,167.7058823529412,7.0058823529411764,1695.7935294117647,8.764705882352942,2.597402597402594,0.06991344129247533,11.748683606976023,-7.797923875432526,1
Co1Cr1Fe1Mn1Ni1,161.0,7.004,1801.3500000000004,8.0,1.7749925672341897,0.1383618444514238,13.380861848448422,-6.5440000000000005,1
Cr1Fe1Ni1,169.33333333333334,6.976666666666667,1906.4833333333336,8.0,1.7038717618952952,0.10424330514074594,9.133859594669095,-6.666666666666667,1
Co0.25Fe0.75,171.5,6.999999999999999,1800.4,8.25,1.5604061329449281,0.02165063509461089,4.675252410149021,-1.0499999999999998,1
Ni0.75Rh0.25,229.25,7.0249999999999995,1855.15,9.75,0.0,0.1602146997001211,4.675252410149021,-1.0499999999999998,1
CoCuFeMnNiSn0.03,156.40954274353874,7.033598409542742,1629.4714314115306,9.029821073558649,1.8377978471487568,0.13491449763005675,13.60447366822765,2.0277539534166764,1
FeMnNi,155.33333333333334,7.029999999999999,1686.15,8.333333333333334,1.7038717618952952,0.15434449203720296,9.133859594669095,-6.666666666666667,1
CoCrFeMnNiCu,157.50000000000003,7.02,1727.42,8.5,1.8181818181818132,0.1358205515458622,14.896682280527974,1.8777777777777778,1
Al0.15CoCrFeNi,168.289156626506,7.019277108433734,1837.9808433734938,8.06024096385542,2.4709396611086043,0.1027054551107579,12.401813719257333,-10.701117723907675,1
CoCr0.4Fe8Mn5.4Ni5.2,158.15,7.0309,1715.96,8.26,1.670253677117688,0.14294233102898524,10.794082124277931,-5.38576,1
Co1Cr1Fe1Mo0.2Ni1,174.52380952380955,7.026190476190475,1920.6261904761907,8.142857142857142,2.1152761163930776,0.11894281100701058,12.568471921250215,-6.199546485260772,1
Al0.25CoFeNi,168.0,7.046153846153846,1704.8669230769233,8.538461538461538,2.8328611898017013,0.07699996157687501,10.685922238111718,-13.21656804733728,1
Co0.75Ru0.25,189.5,7.1000000000000005,1977.65,8.75,1.618739072494273,0.13856406460551032,4.675252410149021,-1.0499999999999998,1
U0.5Zr0.5,95.0,13.3,1767.65,5.0,6.060606060606055,0.18499999999999994,5.762823676963555,-4.3,1
Th0.5Zr0.5,71.5,16.95,2075.15,4.0,7.462686567164178,0.015000000000000013,5.762823676963555,7.2,1
CrCu2Fe2Ni2Mn,156.75,7.0275,1686.68,8.875,1.8181818181818132,0.1260394283547811,12.966352777616104,5.562500000000002,1
Al0.1CoFeNiSi0.1,170.15625,7.065625,1740.4725,8.65625,4.059911397185244,0.05617268992802458,10.866911656145643,-11.911328124999999,1
Co0.75Rh0.25,229.25,7.1000000000000005,1885.15,9.0,0.0,0.1732050807568877,4.675252410149021,-2.0999999999999996,1
Al0.25CoFeMn0.25Ni,164.42857142857144,7.070714285714285,1691.6014285714286,8.428571428571429,2.83901675233385,0.10769382147399847,12.06198798144985,-13.957142857142857,1
Al0.19CrCuFeNi2,162.12716763005784,7.038535645472062,1730.776358381503,8.78034682080925,2.4130696827494953,0.10362614111387171,11.975667199305283,-1.7401182799291661,1
Al0.2CoCrFeNi,167.1904761904762,7.054761904761904,1827.2128571428573,8.0,2.637521893583152,0.10442586798663396,12.568471921250213,-12.17687074829932,1
Al0.2CrCuFeNi2,161.96153846153845,7.044230769230769,1729.2430769230768,8.76923076923077,2.4395081796744775,0.10398850641996749,12.005120173460677,-1.9881656804733736,1
Al0.1CoCrFeMnNi,159.33333333333334,7.062745098039216,1784.3327450980396,7.901960784313726,2.193741638067253,0.1386955209088763,13.920866419571214,-9.3041138023837,1
CrCuFeMn2Ni2,151.85714285714286,7.058571428571428,1691.9528571428573,8.428571428571429,1.79487130318019,0.154774358473283,12.885248789902855,-0.9306122448979592,1
CoCrFeMnNiV0.25,160.90476190476193,7.068095238095238,1819.5309523809524,7.857142857142857,1.79487130318019,0.13809852212843898,14.335342821217445,-8.22857142857143,1
Cr0.66FeMnNi,156.17486338797815,7.066065573770492,1775.2319672131148,7.912568306010929,1.60716460684865,0.14527453697258016,11.41006446959819,-6.3513392457224755,1
Ir0.25Ni0.75,214.5,7.084999999999999,1975.9,13.25,0.0,0.1255736835487437,4.675252410149021,-2.0999999999999996,1
Al.23CoCrFeNi,166.54373522458627,7.075650118203309,1820.8742553191487,7.964539007092198,2.7292559825367246,0.1053997112893688,12.65484628791752,-13.027513706553997,1
CoCrFeMo0.3Ni,175.8139534883721,7.0813953488372094,1943.289534883721,8.093023255813954,2.228939604940687,0.12727964553131244,12.825280568439606,-6.362358031368308,1
Al0.3CoCu0.7FeNi,161.95,7.092499999999999,1634.4825,8.9,2.71161226138359,0.0769053801759018,12.795327814643535,-5.106000000000001,1
Al0.15CoCrFeMnNi,158.52427184466018,7.09126213592233,1776.0719417475727,7.8543689320388355,2.366209499999778,0.13883291464321657,14.086010473773126,-10.602318785936468,1
Co0.75Os0.25,227.5,7.1325,2152.65,12.25,1.618739072494273,0.13856406460551032,4.675252410149021,0.0,1
Al0.25Co1Cr1Fe1Ni1,166.11764705882354,7.089411764705882,1816.6982352941177,7.9411764705882355,2.787415354153916,0.10602604628745467,12.7076589579192,-13.580622837370242,1
Co35Cr15Fe20Mo10Ni20,179.25,7.109500000000001,1943.25,8.25,2.4281466715534736,0.1252956503634504,12.687486745607556,-5.828,1
